111,Hail The Villain - Runaway,Hail_The_Villain_-_Runaway.mp3,rock,true,1,2022-08-06 10:23:20.000000 +00:00,true,5981
112,TheFatRat Anjulie - Fly Away,TheFatRat_Anjulie_-_Fly_Away.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,5999
113,Thousand Foot Krutch - Unbelievable,Thousand_Foot_Krutch_-_Unbelievable.mp3,rock,false,1,2022-08-06 10:28:48.000000 +00:00,true,6144
114,No Resolve - Surface Pressure,No_Resolve_-_Surface_Pressure.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6274
115,Hoobastank - Out Of Control,Hoobastank_-_Out_Of_Control.mp3,rock,true,1,2022-06-19 03:35:12.000000 +00:00,true,6305
116,Icon For Hire - Sorry About Your Parents,Icon_For_Hire_-_Sorry_About_Your_Parents.mp3,rock,true,1,2022-08-06 09:40:00.000000 +00:00,true,6330
117,MAXAM LIZOT - Skippin,MAXAM_LIZOT_-_Skippin.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,6340
118,Helen Jane Long - Outside,Helen_Jane_Long_-_Outside.mp3,classic,true,1,2022-08-06 17:35:40.000000 +00:00,true,6398
119,TheFatRat - Infinite Power,TheFatRat_-_Infinite_Power.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,6408
120,Black Veil Brides - In The End (M.I. Sound Improvement),Black_Veil_Brides_-_In_The_End_(M.I._Sound_Improvement).mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6415
121,Julius Dreisig & Zeus X Crona - Invisible,Julius_Dreisig_&_Zeus_X_Crona_-_Invisible.mp3,electronic,true,1,2022-08-06 09:46:05.000000 +00:00,true,6434
122,Myrne - Confessions (ft. Cozi Zuehlsdorff),Myrne_-_Confessions_(ft._Cozi_Zuehlsdorff).mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,6441
123,All Time Low - Damned If I Do Ya,All_Time_Low_-_Damned_If_I_Do_Ya.mp3,rock,false,1,2022-08-06 09:23:36.000000 +00:00,true,6469
124,The Dirty Youth - Alive,The_Dirty_Youth_-_Alive.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6472
125,The Used - The bird and the Worm,The_Used_-_The_bird_and_the_Worm.mp3,rock,true,1,2022-08-06 10:12:17.000000 +00:00,true,6558
126,Skillet - Rebirthing,Skillet_-_Rebirthing.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6559
127,Icon For Hire - Off With Her Head,Icon_For_Hire_-_Off_With_Her_Head.mp3,rock,false,1,2022-08-06 09:40:00.000000 +00:00,true,6568
128,Amaranthe - The Nexus,Amaranthe_-_The_Nexus.mp3,rock,false,1,2022-08-06 09:23:36.000000 +00:00,true,6749
129,Amaranthe - Hunger,Amaranthe_-_Hunger.mp3,rock,false,1,2022-08-06 09:23:36.000000 +00:00,true,6750
