18,Гарри Поттер и Принц-полукровка,"<p class=""gp"">Теперь не только мир волшебников, но и мир маглов ощущает на себе всевозрастающую силу Волан-де-Морта, а Хогвартс уже никак не назовешь надежным убежищем, каким он был раньше. Гарри подозревает, что в самом замке затаилась некая опасность, но Дамблдор больше сосредоточен на том, чтобы подготовить его к финальной схватке, которая, как он знает, уже не за горами. Вместе они пытаются разгадать секрет бессмертия Волан-де-Морта, а для этого Дамблдор приглашает на должность преподавателя по зельеварению своего старинного друга и коллегу — профессора Горация Слизнорта, который обожает устраивать вечеринки для избранных и гордится своими обширными связями в высших кругах. Но этот бонвиван и не подозревает, что как раз от него Дамблдор надеется заполучить самую важную информацию о крестражах.</p>
<p class=""gp"">Тем временем учеников атакуют самые разные враги, а подростковые эмоции хлещут через край. Гарри начинает понимать, что становится все более неравнодушным к Джинни, однако, и Дин Томас тоже. А Лаванда Браун вбила себе в голову, что Рон — тот самый единственный, которого она ждет, да вот только не учла волшебного эффекта шоколадных конфет Ромильды Вейн! Ну и, наконец, Гермиона пылает жгучей ревностью, но старается не показывать своих чувств. Пока романтические отношения расцветают, лишь один ученик остается в стороне. Он твердо намерен оставить свою метку, темную метку. Любовь витает в воздухе, но впереди ждет беда, и Хогвартс, возможно, уже никогда не будет прежним.</p>",90006,"{""image"": ""Harry_Potter_and_the_Half-Blood_Prince.webp"", ""movie"": ""Harry_Potter_and_the_Half-Blood_Prince_1080p.mp4"", ""poster"": ""Harry_Potter_and_the_Half-Blood_Prince_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 00:40:17.000000 +00:00,true
19,Гарри Поттер и Дары Смерти: Часть I,"<p class=""gp"">Гарри Поттера ждёт самое страшное испытание в жизни — смертельная схватка с Волан-де-Мортом. Ждать помощи не от кого — Гарри одинок, как никогда… Друзья и враги Гарри предстают в совершенно неожиданном свете. Граница между Добром и Злом становится всё призрачнее…</p>",90007,"{""image"": ""Harry_Potter_and_the_Deathly_Hallows_Part_1.webp"", ""movie"": ""Harry_Potter_and_the_Deathly_Hallows_Part_1_1080p.mp4"", ""poster"": ""Harry_Potter_and_the_Deathly_Hallows_Part_1_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 00:43:00.000000 +00:00,true
20,Гарри Поттер и Дары Смерти: Часть II,"<p class=""gp"">В грандиозной последней главе битва между добрыми и злыми силами мира волшебников перерастает во всеобщую войну. Ставки ещё никогда не были так высоки, а поиск убежища — столь сложен. И, быть может, именно Гарри Поттеру придется пожертвовать всем в финальном сражении с Волан-де-Мортом.</p>",90008,"{""image"": ""Harry_Potter_and_the_Deathly_Hallows_Part_2.webp"", ""movie"": ""Harry_Potter_and_the_Deathly_Hallows_Part_2_1080p.mp4"", ""poster"": ""Harry_Potter_and_the_Deathly_Hallows_Part_2_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 00:47:13.000000 +00:00,true
21,Ван Хельсинг,"<p class=""gp"">Глубоко в Карпатах лежит таинственная страна Трансильвания — мир, в котором зло встречается на каждом шагу, мир, в котором опасность оживает с заходом солнца, и где монстры, живущие в глубине человеческих кошмаров, обретают форму. В этот мир попадает легендарный охотник на чудовищ Ван Хельсинг.</p>
<p class=""gp"">В своей непрерывной битве против сил зла и за освобождение мира от порождений ада Ван Хельсинг, по заданию секретного общества, отправляется в Трансильванию, чтобы скрестить оружие со смертельно опасным, наделённым неведомой силой графом Дракулой. На помощь ему внезапно приходит бесстрашная Анна Валери, поставившая целью избавить свою семью от векового проклятья, наложенного убитым вампиром.</p>",100001,"{""image"": ""Van_Helsing.webp"", ""movie"": ""Van_Helsing_1080p.mp4"", ""poster"": ""Van_Helsing_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 00:56:31.000000 +00:00,true
23,Последний охотник на ведьм,"<p class=""gp"">Современный мир скрывает множество секретов, но самым удивительным из них является то, что ведьмы до сих пор живут среди нас. Это злобные сверхъестественные существа, чья цель - наслать на мир смертоносную чуму. Армии охотников на ведьм сражались с ними на протяжении многих веков.</p>
<p class=""gp"">В наши дни остался всего лишь один охотник на ведьм, Колдер, которому однажды удалось убить всемогущую королеву ведьм. Но Колдер еще не знает, что королева воскресла и жаждет отомстить своему убийце...</p>",120001,"{""image"": ""The_Last_Witch_Hunter.webp"", ""movie"": ""The_Last_Witch_Hunter_1080p.mp4"", ""poster"": ""The_Last_Witch_Hunter_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 01:06:48.000000 +00:00,true
24,Фантастические твари и где они обитают,"<p class=""gp"">Поиск и изучение необычайных волшебных существ приводят магозоолога Ньюта Саламандера в Нью-Йорк. Скорее всего, он отбыл бы на поезде дальше, если бы не немаг (так в Америке называют магглов) по имени Якоб, оставленный в неположенном месте магический чемодан и побег из него фантастических животных Ньюта.</p>",130001,"{""image"": ""Fantastic_Beasts_and_Where_to_Find_Them.webp"", ""movie"": ""Fantastic_Beasts_and_Where_to_Find_Them_1080p.mp4"", ""poster"": ""Fantastic_Beasts_and_Where_to_Find_Them_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-12 21:40:09.000000 +00:00,true
25,Фантастические твари: Преступления Грин-де-Вальда,"<p class=""gp"">Могущественный тёмный волшебник Геллерт Грин-де-Вальд пойман в Штатах, но не собирается молча сидеть в темнице и устраивает грандиозный побег. Теперь ничто не помешает ему добиться своей цели — установить превосходство волшебников над всеми немагическими существами на планете. Чтобы сорвать планы Грин-де-Вальда, Альбус Дамблдор обращается к своему бывшему студенту Ньюту Саламандеру, который соглашается помочь, не подозревая, какая опасность ему грозит. В раскалывающемся на части волшебном мире любовь и верность проверяются на прочность, а конфликт разделяет даже настоящих друзей и членов семей.</p>",130002,"{""image"": ""Fantastic_Beasts_The_Crimes_of_Grindelwald.webp"", ""movie"": ""Fantastic_Beasts_The_Crimes_of_Grindelwald_1080p.mp4"", ""poster"": ""Fantastic_Beasts_The_Crimes_of_Grindelwald_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-12 21:40:11.000000 +00:00,true
26,Фантастические твари: Тайны Дамблдора,"<p class=""gp"">Профессор Альбус Дамблдор узнаёт, что могущественный тёмный волшебник Геллерт Грин-де-Вальд планирует захватить власть над миром. Понимая, что не сможет остановить его в одиночку, Дамблдор просит магозоолога Ньюта Саламандера возглавить команду выдающихся волшебников и одного отважного магла-пекаря. Им предстоят невероятно опасные приключения, встреча со старыми и укрощение новых магических существ и борьба со сторонниками Грин-де-Вальда, которых становится всё больше.</p>",130003,"{""image"": ""Fantastic_Beasts_The_Secrets_of_Dumbledore.webp"", ""movie"": ""Fantastic_Beasts_The_Secrets_of_Dumbledore_1080p.mp4"", ""poster"": ""Fantastic_Beasts_The_Secrets_of_Dumbledore_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 01:23:34.000000 +00:00,true
27,Валериан и город тысячи планет,"<p class=""gp"">2700 год. Валериан и Лорелин - космические спецагенты, которые по долгу службы впутались в подозрительное дело и стали невольными участниками то ли межгалактического заговора, то ли аферы причудливых поселенцев планеты Альфа, прибывших туда из различных миров со всех уголков галактик.</p>",140001,"{""image"": ""Valerian_and_the_City_of_a_Thousand_Planets.webp"", ""movie"": ""Valerian_and_the_City_of_a_Thousand_Planets_1080p.mp4"", ""poster"": ""Valerian_and_the_City_of_a_Thousand_Planets_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 02:07:12.000000 +00:00,true
28,Терминатор: Генезис,"<p class=""gp"">Когда Джон Коннор, лидер сопротивления, посылает сержанта Кайла Риза назад в 1984 год, чтобы защитить Сару Коннор и спасти будущее, неожиданный поворот событий создает разлом во времени. Сержант Риз оказывается в новой, незнакомой версии прошлого, где он встречает неожиданных союзников, в том числе Терминатора, новых опасных врагов, и новую миссию: изменить будущее...</p>",150001,"{""image"": ""Terminator_Genisys.webp"", ""movie"": ""Terminator_Genisys_1080p.mp4"", ""poster"": ""Terminator_Genisys_1080p_poster.jpg"", ""movieEng"": null}",fantastic,1,2022-08-06 02:13:30.000000 +00:00,true
